公司,航班号,起飞机场,到达机场,起飞时间,到达时间,机型,价格,最大折扣,满载,当前人数,起始城市,到达城市
中国国际航空公司,CA4162,首都国际机场,龙洞堡机场,12:15,15:15,733,2921,0.4,230,225,北京,贵阳
中国南方航空(集团)公司,CZ6697,库尔勒机场,且末机场,11:25,12:25,JET,2455,0.06,180,176,库尔勒,且末
中国南方航空(集团)公司,CZ6757,宝安国际机场,萧山国际机场,9:50,11:55,320,2891,0.3,300,297,深圳,杭州
中国南方航空(集团)公司,CZ3828,禄口国际机场,宝安国际机场,21:35,23:50,320,1637,0.15,240,233,南京,深圳
中国南方航空(集团)公司,CZ6492,地窝堡国际机场,桃仙机场,16:30,22:10,319,1669,0.1,150,140,乌鲁木齐,沈阳
四川航空股份有限公司,3U8612,九黄机场,双流国际机场,11:15,12:00,319,2167,0.4,240,233,九寨沟,成都
中国南方航空(集团)公司,CZ3656,黄花机场,龙洞堡机场,13:55,15:15,73G,1973,0.3,250,246,长沙,贵阳
中国南方航空(集团)公司,CZ5419,浦东国际机场,江北国际机场,8:55,11:55,332,2118,0.4,280,272,上海,重庆
中国国际航空公司,CA1660,三家子机场,首都国际机场,10:50,12:40,733,2983,0.1,290,286,齐齐哈尔,北京
中国南方航空(集团)公司,CZ5164,首都国际机场,萧山国际机场,9:15,11:15,320,3116,0.5,300,291,北京,杭州
四川航空股份有限公司,3U8829,江北国际机场,首都国际机场,7:20,9:40,320,3138,0.3,240,234,重庆,北京
中国国际航空公司,CA4648,长春龙嘉国际机场,美兰机场,13:35,19:50,738,1603,0.1,260,255,长春,海口
中国南方航空(集团)公司,CZ6303,桃仙机场,宝安国际机场,14:05,18:05,JET,3429,0.4,190,187,沈阳,深圳
中国国际航空公司,CA4640,天河机场,流亭机场,21:40,23:15,737,2543,0.4,270,265,武汉,青岛
中国国际航空公司,CA4716,太原武宿机场,流亭机场,11:20,13:35,CR2,3516,0.2,260,254,太原,青岛
中国南方航空(集团)公司,CZ6545,长春龙嘉国际机场,禄口国际机场,14:30,17:00,320,2268,0.4,250,247,长春,南京
中国国际航空公司,CA1548,萧山国际机场,首都国际机场,19:00,21:00,JET,2465,0,240,233,杭州,北京
中国南方航空(集团)公司,CZ3481,新白云国际机场,巫家坝国际机场,7:40,9:50,319,3370,0,150,144,广州,昆明
中国南方航空(集团)公司,CZ3337,天河机场,许家坪机场,16:40,17:30,73G,2998,0.3,300,294,武汉,恩施
中国南方航空(集团)公司,CZ3919,姜营机场,宝安国际机场,11:00,13:10,ERJ,2630,0,230,222,南阳,深圳
中国国际航空公司,CA3136,咸阳机场,浦东国际机场,13:00,14:50,738,1562,0.1,240,232,西安,上海
中国南方航空(集团)公司,CZ6336,太平机场,巫家坝国际机场,14:20,20:10,733,1346,0.2,280,273,哈尔滨,昆明
中国国际航空公司,CA1608,周水子机场,首都国际机场,15:55,17:10,JET,2128,0.2,200,194,大连,北京
中国南方航空(集团)公司,CZ6545,长春龙嘉国际机场,高崎国际机场,14:30,19:25,320,2551,0.2,130,124,长春,厦门
中国南方航空(集团)公司,CZ3886,新白云国际机场,义乌机场,20:00,21:50,733,2875,0.1,140,135,广州,义乌
中国南方航空(集团)公司,CZ6161,首都国际机场,双流国际机场,8:45,11:20,321,2712,0.4,160,156,北京,成都
中国国际航空公司,CA1736,宝安国际机场,萧山国际机场,19:20,21:25,JET,2331,0.2,110,100,深圳,杭州
中国南方航空(集团)公司,CZ3709,黄花机场,河东机场,8:20,11:55,320,1467,0.4,120,114,长沙,银川
中国国际航空公司,CA1308,宝安国际机场,首都国际机场,11:00,14:00,777,2001,0.3,230,220,深圳,北京
中国南方航空(集团)公司,CZ6921,新白云国际机场,黎平机场,11:15,12:25,ERJ,1731,0.48,160,150,广州,贺州
中国国际航空公司,CA1412,江北国际机场,首都国际机场,18:00,20:30,JET,2779,0.2,240,234,重庆,北京
中国南方航空(集团)公司,CZ3413,新白云国际机场,双流国际机场,13:55,16:15,321,1764,0.3,220,211,广州,成都
中国南方航空(集团)公司,CZ3451,巫家坝国际机场,丽江机场,17:15,18:05,319,3491,0.2,250,245,昆明,丽江
中国南方航空(集团)公司,CZ3444,双流国际机场,咸阳机场,20:15,20:50,320,2159,0.1,240,236,成都,西安
中国南方航空(集团)公司,CZ6910,首都国际机场,地窝堡国际机场,19:10,23:05,73G,2039,0.5,140,137,北京,乌鲁木齐
鹰联航空公司,EU2711,双流国际机场,黄岩机场,15:30,19:20,319,2496,0.2,250,242,成都,台州
中国国际航空公司,CA4795,遥墙机场,河东机场,9:25,11:15,CR2,1444,0.3,190,186,济南,银川
大新华航空有限公司,CN7193,首都国际机场,昌北机场,16:55,19:10,738,3255,0,190,184,北京,南昌
中国南方航空(集团)公司,CZ3620,黄花机场,新郑机场,20:40,22:00,733,1908,0.1,230,224,长沙,郑州
中国国际航空公司,CA1152,首都国际机场,遥墙机场,9:40,10:30,733,1910,0.1,150,146,北京,济南
中国国际航空公司,CA4468,青山机场,双流国际机场,9:50,10:50,319,1289,0.39,100,90,西昌,成都
中国国际航空公司,CA4217,江北国际机场,九黄机场,10:30,11:30,73G,2347,0.3,250,243,重庆,九寨沟
中国南方航空(集团)公司,CZ3287,两江国际机场,首都国际机场,18:10,21:10,738,2195,0,160,153,桂林,北京
四川航空股份有限公司,3U8675,双流国际机场,龙洞堡机场,7:55,9:00,320,2893,0.2,280,273,成都,贵阳
中国南方航空(集团)公司,CZ6356,美兰机场,新郑机场,16:10,18:40,733,2124,0.3,160,156,海口,郑州
中国南方航空(集团)公司,CZ3734,首都国际机场,三灶机场,19:10,22:20,738,1345,0.3,250,240,北京,珠海
中国南方航空(集团)公司,CZ3550,高崎国际机场,宝安国际机场,10:45,12:00,320,2223,0.24,130,121,厦门,深圳
中国南方航空(集团)公司,CZ6418,巫家坝国际机场,桃仙机场,7:45,12:50,319,1969,0.28,250,247,昆明,沈阳
海航集团祥鹏航空公司,8L9931,巫家坝国际机场,德宏芒市机场,10:05,11:00,737,2215,0,110,100,昆明,德宏
中国国际航空公司,CA4733,流亭机场,咸阳机场,14:40,16:40,CR7,2811,0.4,240,232,青岛,西安
海航集团祥鹏航空公司,8L9951,西双版纳机场,巫家坝国际机场,23:50,0:35,737,3101,0.5,130,124,景洪,昆明
中国南方航空(集团)公司,CZ3976,白塔机场,宝安国际机场,16:20,20:20,738,1597,0.08,270,267,呼和浩特,深圳
中国国际航空公司,CA957,首都国际机场,高崎国际机场,13:55,16:35,738,3868,0.23,280,273,北京,厦门
中国南方航空(集团)公司,CZ6534,浦东国际机场,周水子机场,13:05,14:50,321,2227,0.1,240,235,上海,大连
中国南方航空(集团)公司,CZ6234,桃仙机场,太原武宿机场,18:40,20:00,738,2426,0.2,120,115,沈阳,太原
海航集团祥鹏航空公司,8L9969,天河机场,周水子机场,14:20,16:30,319,3297,0.4,100,90,武汉,大连
奥凯航空,BK2857,滨海国际机场,泉州晋江机场,7:00,10:40,738,2697,0.4,110,100,天津,晋江
中国国际航空公司,CA4592,双流国际机场,浦东国际机场,21:00,23:25,340,2979,0.12,220,214,成都,上海
中国南方航空(集团)公司,CZ6366,首都国际机场,天河机场,7:25,9:50,733,3109,0.3,180,171,北京,武汉
中国国际航空公司,CA1177,长乐机场,凤凰国际机场,10:25,12:35,733,1164,0.4,230,220,福州,三亚
中国国际航空公司,CA1968,浦东国际机场,永强机场,22:10,23:10,319,2466,0.27,130,126,上海,温州
中国南方航空(集团)公司,CZ6341,长春龙嘉国际机场,萧山国际机场,8:00,10:35,321,3039,0.1,280,271,长春,杭州
中国南方航空(集团)公司,CZ3788,太平机场,大水泊机场,16:40,18:20,JET,2305,0.1,210,201,哈尔滨,威海
中国南方航空(集团)公司,CZ365,长乐机场,新白云国际机场,16:20,17:50,320,3269,0.3,100,94,福州,广州
中国国际航空公司,CA1386,刘集机场,首都国际机场,19:10,21:00,733,2176,0.07,210,205,襄樊,北京
东星航空有限公司,8C8253,新郑机场,美兰机场,10:30,13:20,320,2213,0.1,230,220,郑州,海口
四川航空股份有限公司,3U8881,双流国际机场,首都国际机场,7:30,9:55,321,1885,0.3,300,291,成都,北京
中国国际航空公司,CA1198,巫家坝国际机场,遥墙机场,12:45,16:30,738,2309,0.3,110,104,昆明,济南
中国国际航空公司,CA4330,宝安国际机场,双流国际机场,8:40,10:55,319,1922,0.42,270,265,深圳,成都
中国南方航空(集团)公司,CZ3179,新郑机场,首都国际机场,21:50,23:05,738,3113,0.3,240,233,郑州,北京
中国南方航空(集团)公司,CZ3566,骆岗机场,宝安国际机场,10:55,12:45,320,2647,0.3,250,244,合肥,深圳
中国南方航空(集团)公司,CZ6756,浪头机场,凤凰国际机场,16:00,23:30,320,3446,0.2,120,117,丹东,三亚
四川航空股份有限公司,3U8736,新白云国际机场,双流国际机场,21:25,23:35,320,1988,0.2,150,146,广州,成都
四川航空股份有限公司,3U8941,龙洞堡机场,永强机场,9:20,11:20,320,2574,0.3,150,146,贵阳,温州
中国南方航空(集团)公司,CZ6399,两江国际机场,凤凰国际机场,20:40,21:50,733,1648,0.14,130,122,桂林,三亚
中国国际航空公司,CA1655,首都国际机场,桃仙机场,14:50,16:10,738,1937,0.11,180,176,北京,沈阳
鹰联航空公司,EU2205,双流国际机场,萧山国际机场,7:25,11:15,320,1551,0.31,200,196,成都,杭州
上海航空公司,FM5414,双流国际机场,浦东国际机场,18:35,21:00,320,3748,0,190,185,成都,上海
中国南方航空(集团)公司,CZ3918,硕放机场,新白云国际机场,19:55,22:15,321,2937,0.24,250,243,无锡,广州
中国南方航空(集团)公司,CZ6777,美兰机场,新白云国际机场,7:00,8:00,733,3476,0.18,150,145,海口,广州
中国南方航空(集团)公司,CZ6759,萧山国际机场,太原武宿机场,16:15,18:15,320,2153,0.3,250,242,杭州,太原
中国国际航空公司,CA1274,中川机场,首都国际机场,11:25,13:35,738,3393,0.3,300,294,兰州,北京
中国南方航空(集团)公司,CZ6886,新白云国际机场,地窝堡国际机场,8:15,13:25,757,2921,0.3,220,214,广州,乌鲁木齐
中国南方航空(集团)公司,CZ6502,浦东国际机场,桃仙机场,18:40,20:50,321,1902,0.3,160,153,上海,沈阳
四川航空股份有限公司,3U8773,双流国际机场,吴圩机场,18:45,20:25,319,3371,0.5,250,243,成都,南宁
中国国际航空公司,CA4366,达县机场,宝安国际机场,19:50,21:50,319,1890,0.4,140,133,达县,深圳
中国南方航空(集团)公司,CZ3669,天河机场,流亭机场,19:00,20:40,73G,1858,0.5,220,216,武汉,青岛
中国国际航空公司,CA1783,萧山国际机场,凤凰国际机场,17:40,20:10,319,2280,0.4,100,94,杭州,三亚
海航集团祥鹏航空公司,8L9964,骆岗机场,巫家坝国际机场,18:30,21:10,JET,2624,0.2,290,287,合肥,昆明
中国南方航空(集团)公司,CZ8125,两江国际机场,高崎国际机场,16:45,18:05,320,2898,0.4,100,97,桂林,厦门
中国国际航空公司,CA1178,凤凰国际机场,长乐机场,13:20,15:15,733,3053,0,260,253,三亚,福州
中国南方航空(集团)公司,CZ5007,禄口国际机场,首都国际机场,9:00,11:00,321,2470,0.43,130,127,南京,北京
海航集团祥鹏航空公司,8L9926,咸阳机场,巫家坝国际机场,18:55,21:05,737,2833,0.39,190,186,西安,昆明
中国国际航空公司,CA1160,首都国际机场,遥墙机场,22:15,23:05,738,2305,0.3,290,282,北京,济南
上海航空公司,FM5386,新郑机场,虹桥国际机场,17:00,18:25,M90,2919,0.3,140,137,郑州,上海
中国南方航空(集团)公司,CZ6959,地窝堡国际机场,咸阳机场,10:50,13:50,73G,2683,0.1,120,112,乌鲁木齐,西安
中国南方航空(集团)公司,CZ3218,河东机场,咸阳机场,13:15,14:15,JET,1993,0.3,260,257,银川,西安
上海航空公司,FM5323,虹桥国际机场,宝安国际机场,10:30,12:40,AB6,2374,0.2,110,107,上海,深圳
上海航空公司,FM2285,南苑机场,江北国际机场,16:30,18:55,738,3106,0.24,210,207,北京,重庆
中国南方航空(集团)公司,CZ3412,龙洞堡机场,新白云国际机场,18:10,19:30,738,3314,0.2,280,271,贵阳,广州
中国国际航空公司,CA4856,首都国际机场,莱山机场,9:40,10:50,738,3257,0.2,230,227,北京,烟台
中国南方航空(集团)公司,CZ3967,黄花机场,虹桥国际机场,12:55,14:35,320,2869,0.3,140,130,长沙,上海
中国南方航空(集团)公司,CZ5037,咸阳机场,首都国际机场,16:15,18:00,JET,2955,0.4,100,90,西安,北京
海航集团祥鹏航空公司,8L9975,巫家坝国际机场,双流国际机场,7:45,8:55,737,3311,0.4,150,142,昆明,成都
中国南方航空(集团)公司,CZ6990,鄂尔多斯机场,咸阳机场,18:35,19:35,320,1560,0.2,190,185,鄂尔多斯,西安
四川航空股份有限公司,3U8781,江北国际机场,宝安国际机场,7:30,9:20,320,1622,0.42,230,226,重庆,深圳
中国南方航空(集团)公司,CZ6102,首都国际机场,桃仙机场,10:30,11:40,JET,1963,0.1,210,201,北京,沈阳
海航集团祥鹏航空公司,8L9969,巫家坝国际机场,天河机场,11:30,13:30,319,1941,0.2,230,220,昆明,武汉
中国南方航空(集团)公司,CZ3758,黄花机场,萧山国际机场,18:45,20:00,738,1734,0.5,150,144,长沙,杭州
中国国际航空公司,CA1587,首都国际机场,大水泊机场,17:05,18:20,738,2764,0.1,230,226,北京,威海
中国南方航空(集团)公司,CZ6483,桃仙机场,萧山国际机场,9:05,11:20,319,2337,0.3,300,294,沈阳,杭州
中国国际航空公司,CA1416,双流国际机场,首都国际机场,13:30,16:00,321,2947,0.22,160,151,成都,北京
中国南方航空(集团)公司,CZ6287,两江国际机场,太原武宿机场,8:05,11:35,73G,2549,0.3,270,265,桂林,太原
中国南方航空(集团)公司,CZ3272,遥墙机场,两江国际机场,12:20,16:25,73G,2863,0.1,130,124,济南,桂林
中国国际航空公司,CA1648,长春龙嘉国际机场,首都国际机场,21:30,23:25,JET,1400,0.1,220,211,长春,北京
上海航空公司,FM5513,虹桥国际机场,流亭机场,20:05,21:25,320,3029,0.48,250,242,上海,青岛
四川航空股份有限公司,3U9710,桃仙机场,济宁曲阜机场,15:15,17:05,319,3564,0.2,240,235,沈阳,济宁
中国南方航空(集团)公司,CZ3754,首都国际机场,黄花机场,7:50,10:05,320,2994,0.2,260,256,北京,长沙
中国南方航空(集团)公司,CZ3444,咸阳机场,太平机场,21:40,0:20,320,1919,0.27,160,157,西安,哈尔滨
中国南方航空(集团)公司,CZ3465,宝安国际机场,江北国际机场,8:35,10:45,320,2686,0,250,242,深圳,重庆
上海航空公司,FM2291,南苑机场,东山机场,9:40,11:40,738,2596,0.3,240,233,北京,海拉尔
中国南方航空(集团)公司,CZ6533,周水子机场,浦东国际机场,10:20,12:05,321,2554,0.5,120,116,大连,上海
中国南方航空(集团)公司,CZ6955,中川机场,永强机场,13:35,16:25,73G,3061,0.5,140,134,兰州,温州
中国南方航空(集团)公司,CZ6569,长春龙嘉国际机场,流亭机场,14:40,16:10,320,3047,0.1,290,282,长春,青岛
四川航空股份有限公司,3U8927,双流国际机场,昌北机场,9:00,10:50,319,2463,0.5,160,152,成都,南昌
中国国际航空公司,CA1452,绵阳机场,首都国际机场,11:40,14:05,738,3001,0.4,290,280,绵阳,北京
中国国际航空公司,CA8234,宝安国际机场,天河机场,11:30,13:10,320,3622,0.1,230,225,深圳,武汉
中国国际航空公司,CA1203,首都国际机场,咸阳机场,7:30,9:20,738,2268,0.4,210,207,北京,西安
中国南方航空(集团)公司,CZ6262,新白云国际机场,太平机场,16:20,22:10,320,2619,0.4,100,90,广州,哈尔滨
中国南方航空(集团)公司,CZ6308,太原武宿机场,吴圩机场,12:45,16:40,73G,3850,0.2,280,274,太原,南宁
中国南方航空(集团)公司,CZ3844,萧山国际机场,新郑机场,12:55,14:25,738,2376,0.3,240,234,杭州,郑州
中国国际航空公司,CA4974,萧山国际机场,高崎国际机场,13:55,15:10,733,2206,0.2,100,96,杭州,厦门
鹰联航空公司,EU2201,白莲机场,宝安国际机场,18:55,20:05,319,2418,0.3,170,160,柳州,深圳
中国南方航空(集团)公司,CZ6731,凤凰国际机场,新白云国际机场,7:00,8:20,JET,2240,0.2,140,134,三亚,广州
中国南方航空(集团)公司,CZ3863,外砂机场,吴圩机场,16:40,18:15,JET,2592,0.5,290,283,汕头,南宁
中国国际航空公司,CA1653,首都国际机场,桃仙机场,21:20,22:30,738,3316,0.02,200,195,北京,沈阳
中国南方航空(集团)公司,CZ6701,宝安国际机场,白塔阜机场,12:30,16:25,320,3116,0.2,160,150,深圳,连云港
中国国际航空公司,CA4983,遥墙机场,莱山机场,12:55,13:45,CR2,2640,0.5,140,135,济南,烟台
中国国际航空公司,CA1365,首都国际机场,天河机场,16:55,18:50,321,2976,0.1,190,185,北京,武汉
中国南方航空(集团)公司,CZ3898,新白云国际机场,外砂机场,22:30,23:30,738,2889,0.3,120,113,广州,汕头
四川航空股份有限公司,3U8662,巫家坝国际机场,双流国际机场,9:45,10:55,319,3550,0,150,144,昆明,成都
中国南方航空(集团)公司,CZ6589,新白云国际机场,许家坪机场,7:40,11:10,73G,1342,0.3,270,263,广州,恩施
中国南方航空(集团)公司,CZ6987,地窝堡国际机场,咸阳机场,16:55,20:10,73G,1835,0.3,120,114,乌鲁木齐,西安
四川航空股份有限公司,3U8722,江北国际机场,巫家坝国际机场,13:35,14:45,320,1359,0.43,240,237,重庆,昆明
中国南方航空(集团)公司,CZ3130,桃仙机场,骆岗机场,17:25,19:40,320,2119,0,240,237,沈阳,合肥
中国南方航空(集团)公司,CZ3855,栎社机场,流亭机场,10:00,11:40,738,1570,0.4,190,187,宁波,青岛
中国南方航空(集团)公司,CZ6037,地窝堡国际机场,吴圩机场,10:35,16:25,73G,2155,0.5,150,145,乌鲁木齐,南宁
上海航空公司,FM2281,南苑机场,凤凰国际机场,15:20,19:00,738,2559,0,290,280,北京,三亚
中国南方航空(集团)公司,CZ3438,萧山国际机场,天河机场,12:00,13:30,738,2565,0.1,240,232,杭州,武汉
中国国际航空公司,CA1851,首都国际机场,黄岩机场,13:35,15:45,733,1917,0.4,280,276,北京,台州
中国国际航空公司,CA4104,首都国际机场,双流国际机场,18:00,20:45,JET,1857,0.13,270,266,北京,成都
中国南方航空(集团)公司,CZ3859,外砂机场,江北国际机场,8:20,11:35,733,1816,0.4,120,116,汕头,重庆
中国国际航空公司,CA1235,首都国际机场,咸阳机场,16:30,18:20,763,3033,0.2,270,266,北京,西安
中国南方航空(集团)公司,CZ3342,吴圩机场,天河机场,22:20,23:50,73G,2635,0.11,200,194,南宁,武汉
中国南方航空(集团)公司,CZ5005,禄口国际机场,首都国际机场,8:00,9:40,321,1620,0.3,150,141,南京,北京
海航集团祥鹏航空公司,8L9936,禄口国际机场,天河机场,12:10,13:15,737,2471,0.2,190,181,南京,武汉
中国南方航空(集团)公司,CZ6302,永强机场,桃仙机场,21:30,23:50,JET,2037,0.4,230,227,温州,沈阳
中国南方航空(集团)公司,CZ3551,宝安国际机场,浦东国际机场,15:00,17:00,320,1202,0.4,230,227,深圳,上海
中国南方航空(集团)公司,CZ3833,宝安国际机场,泉州晋江机场,18:05,18:55,320,2397,0.2,230,221,深圳,晋江
四川航空股份有限公司,3U8812,周水子机场,遥墙机场,12:50,13:50,319,2871,0.5,100,94,大连,济南
中国国际航空公司,CA1755,萧山国际机场,巫家坝国际机场,14:50,18:10,319,3089,0.2,140,137,杭州,昆明
中国南方航空(集团)公司,CZ3972,新白云国际机场,黄花机场,14:15,15:20,JET,2561,0.3,210,205,广州,长沙
中国国际航空公司,CA1759,萧山国际机场,江北国际机场,7:50,10:15,319,2597,0.1,270,265,杭州,重庆
中国南方航空(集团)公司,CZ6400,两江国际机场,新郑机场,10:20,12:00,733,1614,0.28,120,111,桂林,郑州
中国南方航空(集团)公司,CZ6756,宝安国际机场,凤凰国际机场,22:25,23:30,320,2812,0.5,220,210,深圳,三亚
四川航空股份有限公司,3U8644,青山机场,双流国际机场,12:50,13:50,320,2644,0.2,170,165,西昌,成都
中国国际航空公司,CA1338,宝安国际机场,首都国际机场,13:05,16:00,321,1605,0.2,150,144,深圳,北京
四川航空股份有限公司,3U3211,兴东机场,高崎国际机场,12:05,14:00,EMB,1683,0.4,200,195,南通,厦门
中国国际航空公司,CA4913,三灶机场,吴圩机场,13:20,14:25,738,1890,0.21,210,200,珠海,南宁
中国南方航空(集团)公司,CZ3267,盐城南洋机场,新白云国际机场,11:45,15:15,320,1794,0,270,264,盐城,广州
中国国际航空公司,CA3148,长乐机场,虹桥国际机场,19:55,21:15,737,3887,0.5,140,136,福州,上海
中国国际航空公司,CA1144,鄂尔多斯机场,首都国际机场,20:40,22:20,JET,2610,0.4,210,202,鄂尔多斯,北京
中国国际航空公司,CA1354,萧山国际机场,新白云国际机场,23:00,0:55,738,3233,0.5,150,144,杭州,广州
中国国际航空公司,CA1227,白塔机场,东山机场,8:10,10:10,733,2390,0.42,240,232,呼和浩特,海拉尔
中国南方航空(集团)公司,CZ3512,萧山国际机场,新白云国际机场,15:55,17:45,321,2826,0.4,220,214,杭州,广州
中国南方航空(集团)公司,CZ3833,宝安国际机场,永强机场,18:05,20:20,320,2757,0.1,220,215,深圳,温州
中国国际航空公司,CA1363,首都国际机场,黄花机场,17:00,19:15,JET,3273,0.2,110,104,北京,长沙
中国南方航空(集团)公司,CZ3709,咸阳机场,河东机场,10:50,11:55,320,2722,0.2,240,235,西安,银川
中国南方航空(集团)公司,CZ3875,高崎国际机场,宝安国际机场,12:10,13:20,733,2406,0.3,180,174,厦门,深圳
中国南方航空(集团)公司,CZ6249,大庆萨尔图机场,咸阳机场,9:00,12:10,319,3335,0.3,190,182,大庆,西安
中国南方航空(集团)公司,CZ3246,铜仁机场,新白云国际机场,13:25,14:45,ERJ,2722,0.38,290,286,铜仁,广州
中国南方航空(集团)公司,CZ3785,龙洞堡机场,栎社机场,16:50,20:30,73G,2538,0.2,150,142,贵阳,宁波
中国南方航空(集团)公司,CZ3784,天河机场,龙洞堡机场,15:00,16:10,73G,1653,0.5,260,254,武汉,贵阳
四川航空股份有限公司,3U8870,鄂尔多斯机场,江北国际机场,13:15,17:05,ERJ,2931,0.4,170,164,鄂尔多斯,重庆
四川航空股份有限公司,3U8824,中川机场,双流国际机场,13:40,15:10,319,2750,0.16,110,101,兰州,成都
中国南方航空(集团)公司,CZ3669,龙洞堡机场,天河机场,16:50,18:10,73G,3367,0.1,300,291,贵阳,武汉
上海航空公司,FM2286,江北国际机场,南苑机场,19:35,21:35,738,2025,0.3,200,190,重庆,北京
中国国际航空公司,CA4506,禄口国际机场,双流国际机场,12:50,15:25,JET,2693,0,110,104,南京,成都
中国国际航空公司,CA4119,双流国际机场,首都国际机场,18:00,20:30,321,2676,0.1,100,95,成都,北京
中国南方航空(集团)公司,CZ8126,高崎国际机场,两江国际机场,18:55,20:15,320,1926,0.3,170,160,厦门,桂林
中国南方航空(集团)公司,CZ5017,咸阳机场,首都国际机场,17:10,18:50,320,2052,0.38,150,142,西安,北京
中国国际航空公司,CA4734,咸阳机场,流亭机场,21:50,23:25,CR7,2661,0,110,100,西安,青岛
中国国际航空公司,CA4979,高崎国际机场,遥墙机场,12:30,14:40,733,2197,0.3,110,103,厦门,济南
中国南方航空(集团)公司,CZ3949,新白云国际机场,九黄机场,9:00,13:00,319,2969,0.48,210,205,广州,九寨沟
中国南方航空(集团)公司,CZ6359,新郑机场,太平机场,13:40,16:00,733,2972,0.4,170,166,郑州,哈尔滨
中国国际航空公司,CA1189,遥墙机场,宝安国际机场,17:20,20:00,738,2504,0.4,300,297,济南,深圳
中国南方航空(集团)公司,CZ3482,大理机场,巫家坝国际机场,12:10,12:55,319,3092,0.4,270,265,大理,昆明
中国国际航空公司,CA4375,双流国际机场,凤凰国际机场,20:05,22:25,JET,2310,0.1,190,184,成都,三亚
中国南方航空(集团)公司,CZ6220,首都国际机场,太平机场,11:50,13:30,320,3893,0.1,150,140,北京,哈尔滨
中国国际航空公司,CA1966,浦东国际机场,永强机场,10:00,11:10,319,3162,0.3,280,273,上海,温州
中国南方航空(集团)公司,CZ3179,姜营机场,新郑机场,20:40,21:10,738,2041,0.37,260,250,南阳,郑州
中国南方航空(集团)公司,CZ3249,吴圩机场,巫家坝国际机场,20:10,21:05,738,3351,0.4,260,255,南宁,昆明
中国南方航空(集团)公司,CZ5031,咸阳机场,浦东国际机场,17:00,18:50,JET,1755,0.4,220,217,西安,上海
上海航空公司,FM5327,虹桥国际机场,宝安国际机场,13:30,15:30,AB6,3454,0.16,160,156,上海,深圳
中国国际航空公司,CA4608,太原武宿机场,流亭机场,20:25,22:00,CR2,2163,0.2,230,221,太原,青岛
中国南方航空(集团)公司,CZ6453,桃仙机场,两江国际机场,9:00,13:50,JET,1997,0,260,255,沈阳,桂林
中国国际航空公司,CA1811,首都国际机场,永强机场,15:05,17:30,738,1483,0.2,170,164,北京,温州
中国国际航空公司,CA1535,流亭机场,虹桥国际机场,16:05,17:20,JET,2882,0.3,170,167,青岛,上海
中国国际航空公司,CA4350,新白云国际机场,江北国际机场,16:25,18:05,73G,2414,0.4,220,213,广州,重庆
上海航空公司,FM5571,虹桥国际机场,昌北机场,16:00,17:10,320,2094,0.2,100,91,上海,南昌
中国南方航空(集团)公司,CZ6435,周水子机场,双流国际机场,16:10,20:15,321,1211,0.3,280,276,大连,成都
中国国际航空公司,CA1565,首都国际机场,萧山国际机场,17:00,18:55,JET,1948,0.2,140,132,北京,杭州
海航集团祥鹏航空公司,8L9987,巫家坝国际机场,栎社机场,17:05,19:40,737,2470,0.3,230,222,昆明,宁波
中国南方航空(集团)公司,CZ5102,首都国际机场,虹桥国际机场,8:00,10:00,333,2254,0,130,124,北京,上海
上海航空公司,FM5329,虹桥国际机场,宝安国际机场,16:30,18:50,333,2569,0.2,110,103,上海,深圳
中国南方航空(集团)公司,CZ6423,流亭机场,咸阳机场,16:40,18:45,319,3537,0.47,300,294,青岛,西安
四川航空股份有限公司,3U8838,万州机场,巫家坝国际机场,21:55,23:15,319,1896,0.2,150,146,万州,昆明
四川航空股份有限公司,3U8998,黄花机场,双流国际机场,15:05,16:50,320,1945,0.3,150,141,长沙,成都
四川航空股份有限公司,3U8888,首都国际机场,双流国际机场,18:10,20:50,320,1991,0.3,210,201,北京,成都
中国国际航空公司,CA1209,首都国际机场,咸阳机场,10:30,12:25,JET,3532,0.2,150,140,北京,西安
中国南方航空(集团)公司,CZ3517,新白云国际机场,栎社机场,12:05,14:00,JET,2220,0.3,270,264,广州,宁波
上海航空公司,FM5522,白塔阜机场,虹桥国际机场,15:40,16:40,737,2027,0.4,180,176,连云港,上海
中国国际航空公司,CA1372,宝安国际机场,滨海国际机场,16:00,19:10,JET,2066,0.3,180,176,深圳,天津
奥凯航空,BK2858,泉州晋江机场,滨海国际机场,11:25,15:20,738,3367,0.5,140,130,晋江,天津
中国南方航空(集团)公司,CZ3233,两江国际机场,新白云国际机场,7:40,8:30,73G,2609,0.38,230,222,桂林,广州
中国南方航空(集团)公司,CZ6436,双流国际机场,遥墙机场,21:05,22:55,321,2099,0.1,100,96,成都,济南
四川航空股份有限公司,3U8833,江北国际机场,首都国际机场,18:20,20:40,320,2077,0.5,100,92,重庆,北京
中国南方航空(集团)公司,CZ6981,地窝堡国际机场,新郑机场,8:55,12:55,757,3087,0.2,200,193,乌鲁木齐,郑州
中国南方航空(集团)公司,CZ3608,栎社机场,新白云国际机场,18:35,20:30,738,3156,0.1,110,102,宁波,广州
中国国际航空公司,CA4340,新白云国际机场,兰田坝机场,8:05,10:00,73G,1456,0.4,140,135,广州,泸州
中国南方航空(集团)公司,CZ3865,外砂机场,黄花机场,16:35,18:05,JET,3012,0.21,180,175,汕头,长沙
